name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
Metrosexual,Metrosexual,https://aesthetics.fandom.com/wiki/Metrosexual,"['Chic_Modernist', 'Corporate', 'Dandy', 'Kkonminam', 'Sprezzatura', 'Playboy']",1990s (coined)2000s (popularized),"Personal grooming, fashion-conscious dressing, cultivated appearance, self-care","Neutrals, lighter colors","Self-adornment, aesthetic appreciation, breaking traditional gender norms in presentation, consumerism","ueer Eye for the Straight Guy (original series), men's fashion editorials",1990.0,2000.0
Mexican Muralism,Mexican_Muralism,https://aesthetics.fandom.com/wiki/Mexican_Muralism,"['Art_Deco', 'Avant-garde', 'Classicism', 'Cubism', 'Expressionism', 'Futurism', 'Modernism', 'Orientalism', 'Socialist_Realism']",1920s-1950s,"Indigenous imagery, revolutionary themes, historical narratives, social commentary, national identity, fresco painting",Vibrant colors,"Social justice, revolution, education, national pride, indigenous representation, accessibility of art",,1920.0,1950.0
Mid-Century Medieval,Mid-Century_Medieval,https://aesthetics.fandom.com/wiki/Mid-Century_Medieval,"['Aestheticism', 'Bohemian', 'Beatnik', 'Corporate_Hippie', 'Ethereal', 'Fantasy', 'Flower_Power', 'Groovival', 'Hippie', 'Knightcore', 'Medieval_Fantasy', 'Psychedelia', 'Peacock_Revolution', 'Renaissance_Revival', 'Vintage']",1950s,"Embroidery, lush gardens, castles, knights,","Red, yellow, blue","Community, craftsmanship, honor, artistry, dreams, courtly love","ord of the Rings, Donkeyskin, Monty Python and the Holy Grail",1950.0,1950.0
Mid-Century Modern,Mid-Century_Modern,https://aesthetics.fandom.com/wiki/Mid-Century_Modern,"['Streamline_Moderne', 'Googie', 'Space_Age', 'Atompunk', 'Bauhaus', 'Scandinavian_Design']",c. 1945–1969,"Clean lines, organic and geometric forms, functionality over ornament, open-plan spaces, large windows, integration with nature","Earthy tones (wood, greens, browns) mixed with pops of bold color (mustard yellow, orange, turquoise)","Simplicity, functionality, optimism, modernity, connection to nature",,1945.0,1969.0
Mid-Century Nursery Kitsch,Mid-Century_Nursery_Kitsch,https://aesthetics.fandom.com/wiki/Mid-Century_Nursery_Kitsch,"['American_Kitsch', 'Babycore', 'Delicate_Sweet', 'Kawaii', 'Morute']",1950s,"Rubber-faced plush animals, ceramic animal figurines and planters, anthropomorphized animals with infant-like features, pastel gift wrapping and greeting card illustration, bow and ribbon detailing, rosy airbrushed cheeks","Baby pink, powder blue, butter yellow, mint green, cream, white",,,1950.0,1950.0
Midwest Emo,Midwest_Emo,https://aesthetics.fandom.com/wiki/Midwest_Emo,"['Doomer', 'Emo', 'Indie', 'Normcore']",1990s,"Emotions, sadness, suburban life, twinkly guitars, sports themes, college experiences, nostalgia, weed","plaid patterns, earth tones, faded colors","friendship, acceptance",,1990.0,1990.0
Midwest Gothic,Midwest_Gothic,https://aesthetics.fandom.com/wiki/Midwest_Gothic,"['After_Hours', 'Anglo_Gothic', 'Cottagegore', 'Cryptidcore', 'Forestpunk', 'Liminal_Space', 'Regional_Gothic', 'Southern_Gothic', 'Suburban_Gothic']",2010s,"Alienation, emptiness, ruralness, nature",,,argoAmerican GodsSupernatural,2010.0,2010.0
Milipili,Milipili,https://aesthetics.fandom.com/wiki/Milipili,"['Y2K', 'Cacareco_Girl', 'McBling', 'Indie_Sleaze', 'Baddie', 'Cayetana', 'Boho-Chic', 'Brat_Summer']",Early 2020s,"Low-rise pants, crop tops, ripped clothing, platform boots, glitter, visible thongs, small handbags","Black, white, denim, with pops of color","Affluence, trend-consciousness, social status, ""it girl"" persona, party culture",ollapalooza Argentina,2020.0,2020.0
Military Chic,Military_Chic,https://aesthetics.fandom.com/wiki/Military_Chic,"['Cyber_Grunge', 'Military_Lolita', 'Rivethead', 'Safari_Chic', 'Warcore']",19th Century (modern origins),"Military jackets, combat boots, camouflage print, cargo pockets, epaulettes, brass buttons, khaki and olive tones","Khaki, olive drab, tan, brown, black","Strength, functionality, confidence, authority, toughness, elegance",,1800.0,1900.0
Military Lolita,Military_Lolita,https://aesthetics.fandom.com/wiki/Military_Lolita,"['Lolita', 'Military_Chic', 'Nazi_Chic', 'Ouji']",nan,"Structured jackets, epaulettes, gold buttons and braids, medals and insignia, pleated skirts, military-style caps, weaponry (as props)","Black, navy, deep green, khaki, burgundy","Elegance, discipline, strength, formality, power",,,
Millennial Feng,Millennial_Feng,https://aesthetics.fandom.com/wiki/Millennial_Feng,"['Heisei_Retro', 'Y2K', 'Chinese_Dreamcore', 'Gyaru', 'Girl_Crush']",2000s (origin)2020s (nostalgia),Chinese and other East Asian pop culture and fashion of the 2000s,Bright colors,"Abundance, ambition, individual expression, confidence, optimism",,2000.0,2020.0
Minet,Minet,https://aesthetics.fandom.com/wiki/Minet,"['Americana', 'Androgynous', 'Beatnik', 'Britpop', 'Dandy', 'French_New_Wave', 'Mod', 'Paninaro', 'Preppy', 'Teddy_Boy', 'Y%C3%A9-y%C3%A9']",1960s,,,,,1960.0,1960.0
Minimalism,Minimalism,https://aesthetics.fandom.com/wiki/Minimalism,"['Bauhaus', 'Brutalism', 'Chic_Modernist', 'Coastal_Style', 'Comfy/Cozy', 'Corporate_Memphis', 'Cyberminimalism', 'De_Stijl', 'Flat_Design', 'Heroin_Chic', 'Hygge', 'International_Typographic_Style', 'Japandi', 'Minimal_Wave', 'Plakatstil', 'Power_Dressing', 'Precisionism', 'Purism', 'Scandinavian_Design', 'St_Ives_School', 'Suprematism']",1960s,,"Any colors, commonly white, neutrals, and muted tones","Quality over quantity, decluttering, prioritizing important things, attention to materials and textures, anti-materialism, freedom, enviromentalism",,1960.0,1960.0
Minimal Wave,Minimal_Wave,https://aesthetics.fandom.com/wiki/Minimal_Wave,"['Constructivism', 'DIY_Punk', 'Electroclash', 'Electronic_Body_Music', 'Goth', 'Industrial', 'Minimalism', 'New_Beat', 'New_Wave', 'No_Wave', 'Post-Punk']",Late 1970s (initial musical period); 2000s (term coinage and subsequent renewed interest),"Monochrome imagery, geometric abstraction, tape grain/noise, oscilloscopes, medical diagrams, stark typography, footage from vintage movies (social media uploads)","Black, white, grey","Detachment, existentialism, DIY ethos, anti-commercialism, lo-fi authenticity",inimal Wave Records,1970.0,2000.0
Mizuiro,Mizuiro,https://aesthetics.fandom.com/wiki/Mizuiro,"['Angelcore', 'Auroracore', 'Chromecore', 'Y2K_Futurism', 'Kawaii_Gamer', 'Liminal_Space', 'Neo-Tribal', 'Otaku', 'Frutiger_Aero', 'Jersey_Maid', 'Seapunk', 'Webcore']",2010s,Cool toned filters,"Light blue, turquoise, white, sometimes grey","Innocence, fragility",,2010.0,2010.0
MLG,MLG,https://aesthetics.fandom.com/wiki/MLG,"['2010s_Meme_Maximalism', 'Arabfunny', 'Brostep', 'Deep_Fried_Meme', 'Internet_Awesomesauce', 'Meme_Rap', 'Surreal_Meme', 'Yabujincore']",2010s,"Hitmarkers, air horns, Doritos, Mountain Dew, 360 noscopes, lens flares, Illuminati, rainbow frogs, cigarettes (often in combination with 8-bit glasses)","Rainbow (over-saturated), neon green, gold","Satire, absurdity, sensory overload, nostalgia","ouTube Poop, Call of Duty Montages",2010.0,2010.0
Mob Wife,Mob_Wife,https://aesthetics.fandom.com/wiki/Mob_Wife,"['Boujee', 'Clean_Girl', 'Femme_Fatale', 'Mafia_Aesthetic', 'Maximalism', 'Rockstar_GF']",2020s,"Animal prints, faux fur, designed bags, black boots","Black, gold, yellow, red","Opulence, luxury, glamour, materialism, Italian-American inspiration","he Sopranos, Goodfellas",2020.0,2020.0
Mochette,Mochette,https://aesthetics.fandom.com/wiki/Mochette,"['Crowcore', 'Cottagegore', 'Fairycore', 'Fairy_Grunge', 'Forestpunk', 'Gloomy_Coquette', 'Goblincore', 'Kinderwhore', 'Medicalcore', 'Mori_Kei', 'Morute', 'Soft_Grunge', 'Trailer_Park_Princess', 'Vulture_Culture']",2010s (origin)2020s (coined),"Bugs, worms, vermin/pests, human anatomy and bodily fluids, mold/fungi, disease and injury, raw meat, abandoned places, antiques worn with age, old dolls and parts, lace, wild animals, old weapons and tools, saints and church iconography","Green, pink, brown, white, gray","Finding beauty in decay and death, finding beauty in the 'ugly,' nihilism, acceptance of death",,2010.0,2020.0
Mod,Mod,https://aesthetics.fandom.com/wiki/Mod,"['Beatnik', 'Dolly_Girl', 'Hippie', 'Mod_Revival', 'Northern_Soul', 'Peacock_Revolution', 'Pop_Art', 'Rockers', 'Rude_Boy', 'Shibuya-Kei', 'Skinhead', 'Space_Age', 'Teddy_Boys', 'Y%C3%A9-y%C3%A9']",Late 1950s,"Tailored suits, miniskirts, A-line dresses, polo shirts, Union Jack, RAF roundel, motor scooters (Vespa, Lambretta)","Black and white contrasts, bold primary colors (red, blue, yellow), orange, turquoise","Modernism, sophistication, attention to detail, consumerism, androgyny, rebellion against the older generation",,1950.0,1950.0
Modernisme,Modernisme,https://aesthetics.fandom.com/wiki/Modernisme,"['Art_Nouveau', 'Arts_and_Crafts', 'Symbolism']",c. 1888 - 1911,"Organic forms, natural motifs (plants, animals, geology), curvilinear ""whiplash"" lines, symbolism, stained glass, trencadís mosaics, wrought ironwork","Vibrant polychromy, rich jewel tones, earthy and natural tones","Catalan cultural revival (Renaixença), national identity, artistic freedom, integration of the arts (Gesamtkunstwerk), innovation with materials",,1888.0,1911.0
Mod Revival,Mod_Revival,https://aesthetics.fandom.com/wiki/Mod_Revival,"['Mod', 'Punk', 'New_Wave', 'Casuals', '2_Tone']",Late 1970s,"Motor scooters (Vespa, Lambretta), RAF roundels, tailored suits, parkas, Fred Perry polo shirts, two-tone tonic suits",,"Nostalgia (for 1960sModculture), sharp style, youth rebellion, musical identity",uadrophenia (1979 film),1970.0,1970.0
Monochrome Luxe,Monochrome_Luxe,https://aesthetics.fandom.com/wiki/Monochrome_Luxe,"['Cassette_Futurism', '//en.wikipedia.org/wiki/High-tech_architecture', 'Memphis_Design', 'Memphis_Lite', '//www.are.na/evan-collins-1522646491/early-1980s-primary-color-high-tech-minimalism', 'Festival_Marketplace', '//www.are.na/evan-collins-1522646491/neoclassical-pomo', 'Hexatron', 'Recession_Pop#Avantropop', 'Laser_Grid']",80s,"black and white with color accents, steel trusses, minimalism, geometric shapes, white tile with black grout",Black and white,,,1980.0,1980.0
Mori Kei,Mori_Kei,https://aesthetics.fandom.com/wiki/Mori_Kei,"['Classic_Lolita', 'Cottagecore', 'Cult_Party_Kei', 'Dolly_Kei', 'Fairycore', 'Fairy_Grunge', 'Forestpunk', 'Goblincore', 'Lolita', 'Naturecore', 'Shabby_Chic', 'Strega']",2000s,"Forests, deer, moss, flowers, hanging herbs, wood nymphs, baby animals, greenery, cottages, fairy tales, white dresses","Earth tones, green, brown, white, soft pinks, yellow","Love of the forest, quiet hobbies, reading, drinking tea, herbalism, natural lifestyle",asha TudorKOKIA’s The VoiceVashti Bunyan’s Just Another Diamond DayHoney and CloverHeavenly ForestStudio Ghibli,2000.0,2000.0
Morute,Morute,https://aesthetics.fandom.com/wiki/Morute,"['Catholic_Horror', 'Cult_Party_Kei', 'Cutegore', 'Delicate_Sweet', 'Gloomy_Coquette', 'Gothic', 'Kinderwhore', 'Midwest_Gothic', 'Mochette', 'Nymphet', 'Preacher%27s_Daughter', 'Slavic_Violence_Tumblr', 'Southern_Gothic', 'Teethcore', 'Traumacore', 'Trailer_Park_Princess', 'Waif', 'Yami_Kawaii']",Early 2010s,"Death,cuteness, trauma, horror, girlhood, religion, depression","Pink, white, black, and gray","Depression, nihilism, vulnerability, religious guilt, interest in the macabre, feeling dirty after abuse, desire to be innocent, nostalgia",lowers in the Attic (film and book series)Other books/films by VC AndrewsMark Ryden's artNicole DollangangerRisa Mehmet's artWelcome to the Dollhouse (1995),2010.0,2010.0
Mosscore,Mosscore,https://aesthetics.fandom.com/wiki/Mosscore,"['Cabincore', 'Changelingcore', 'Cottagecore', 'Crowcore', 'Cryptidcore', 'Dark_Academia', 'Earthcore', 'Forestpunk', 'Mushroomcore', 'Natural_Philosophy', 'Witchcore']",2010s,"Moss, nature, woodland appreciation","Mid to dark greens, dark browns",,,2010.0,2010.0
Mote Kei,Mote_Kei,https://aesthetics.fandom.com/wiki/Mote_Kei,"['Girly_Kei', 'Gyaru', 'Larme_Kei']",Late 2000s,"Attractiveness, simplicity",Neutrals,,,2000.0,2000.0
Motomami,Motomami,https://aesthetics.fandom.com/wiki/Motomami,"['Biker', 'Choni', 'Cyberpunk', 'McBling', 'Neoperreo', 'Raxet']",2020s,"Motorcycles, biker jackets, leather, cyberpunk helmets, butterflies, Y2K sunglasses, racing pants","Red, black, white, pink","Transformation, strength, vulnerability, self-confidence, sexual empowerment, feminine power",,2020.0,2020.0
Movida Madrileña,Movida_Madrile%C3%B1a,https://aesthetics.fandom.com/wiki/Movida_Madrile%C3%B1a,"['Basque_Radical_Rock', 'Camp', 'Goth', 'Movida_Viguesa', 'New_Wave', 'New_Romantic', 'Punk', 'Post-Punk', 'Quinqui']",Late 1970s,"DIYfashion, nightlife, artistic experimentation, transgression, kitsch, Catholic iconography (reappropriated), urban decay","Black, red, fuchsia, electric blue, and other bold, high-contrast combinations","Freedom of expression, hedonism, creativity, sexual liberation, anti-fascism, breaking taboos, modernity",,1970.0,1970.0
Mudéjar,Mud%C3%A9jar,https://aesthetics.fandom.com/wiki/Mud%C3%A9jar,"['Gothic_Architecture', 'Romanesque']",12th–16th Centuries,"Intricate brickwork, geometric tilework (azulejos), carved stucco (yesería), elaborate wooden ceilings (artesonado), horseshoe arches, blind arcades","Terracotta, brick red, earth tones, with vibrant blues, greens, and whites from tilework","Cultural syncretism, coexistence (convivencia), ornamentation, craftsmanship",,1100.0,1600.0
Mushroomcore,Mushroomcore,https://aesthetics.fandom.com/wiki/Mushroomcore,"['Cottagecore', 'Dark_Naturalism', 'Earthcore', 'Fairycore', 'Forestpunk', 'Goblincore', 'Mori_Kei', 'Mossy', 'Naturecore', 'Witchcore']",Early 2020s,"Fungi (especially Amanita muscaria), forest floors, moss, fairy rings, foraging, snails, frogs, gnomes","Earthy tones (browns, creams, muted reds), moss green","Connection to nature, wonder, mysticism, sustainability, finding beauty in decay",,2020.0,2020.0
Mythpunk,Mythpunk,https://aesthetics.fandom.com/wiki/Mythpunk,"['Dark_Fantasy', 'Fantasy', 'Fairy_Tale', 'Dark_Academia', 'Goth', 'Gothic', 'Forestpunk', 'Fairycore', 'Strega', 'Vampire', 'Werewolf', 'New_Romantic']","Varies, due to the disconnected nature of many subgenres","Urban Fantasy, non-linear storytelling, fairy tale retellings, Magical Realism, poetry, lyricism, morbidity, sensuality, Surrealism, horror",,,ythpunk:The Orphan’s Tales by Cathrynne M. ValenteWeetzie Bat by Francisca Lia BrockThe Bloody Chamber by Angela CarterRed As Blood by Tanith LeeElfpunk:Terri Windling‘s BorderlandWar For the Oaks by Emma BullThe Book of Atrix Wolfe by Patricia A. McKillipJack the Giant-Killer by Charles de Lint,,
Naarmcore,Naarmcore,https://aesthetics.fandom.com/wiki/Naarmcore,"['Gorpcore', 'Normcore']",2020s,"Puffer jackets, cargo pants, parachute pants, hiking shoes (e.g., Salomons), beanies","Neutral and earth tones (khaki, black, grey, beige)",,,2020.0,2020.0
Nanchatte Seifuku,Nanchatte_Seifuku,https://aesthetics.fandom.com/wiki/Nanchatte_Seifuku,"['Animecore', 'Cyber_Doll', 'High_School_Dream', 'Gyaru', 'Kogal', 'Magical_Girls', 'Preppy', 'Yandere', 'Nautical']",2000s,Anything related to school life.,,"Friendship, teamwork, academic rigor, competive spirit",,2000.0,2000.0
Naturecore,Naturecore,https://aesthetics.fandom.com/wiki/Naturecore,"['Adventurecore', 'Cabincore', 'Cottagecore', 'Cozy_Gamer', 'Dark_Naturalism', 'Fairycore', 'Goblincore', 'Mori_Kei', 'Mushroomcore', 'Plant_Mom', 'Prairie', 'Vulture_Culture']",2020s,"Forests, mountains, plants, flowers, wild animals, natural landscapes","Greens, browns, earth tones, white","Appreciation of nature, environmentalism, tranquility, escapism, sustainability",,2020.0,2020.0
Nautical,Nautical,https://aesthetics.fandom.com/wiki/Nautical,"['Coastal_Style', 'Dark_Nautical', 'Newlyn_School', 'Ocean_Grunge', 'Pirate', 'Poolcore', 'Preppy', 'Seapunk', 'St_Ives_School', 'Tropical', 'Nanchatte_Seifuku', 'Vacation_Dadcore', 'VSCO_Girl']",nan,"The sea, lighthouses, boats, sea life, beaches, sea, beach houses, coastline, coast","Blue,white,red,cyan,brown","Serenity, simplicity, environmentalism, appreciation of nature",onald DuckPopeyeThe Marvelous Misadventures of FlapjackWadanohara and the Great Blue Sea,,
Nautical Fantasy,Nautical_Fantasy,https://aesthetics.fandom.com/wiki/Nautical_Fantasy,"['Nautical', 'Fantasy', 'Mermaid', 'Ocean_Grunge', 'Dark_Nautical', 'Dark_Academia', 'Light_Academia', 'Pirate', 'Seapunk', 'Oceanpunk', 'Steampunk']",1180 (The Kraken myth),"Ocean, seafaring, fantasy, pirates, magic, sea monsters","Blue, green, brown, grey, metallic tones, bronze",,"0,000 Leagues Under The SeaRed Seas Under Red SkiesPirates of the Caribbean",1180.0,1180.0
Nazi Chic,Nazi_Chic,https://aesthetics.fandom.com/wiki/Nazi_Chic,"['Bondage', 'Communist_Chic', 'Electronic_Body_Music', 'Glam_Rock', 'Industrial', 'Metal', 'Neofolk', 'Punk']",Mid-1970s,"Swastika, Iron Cross, Totenkopf (skull), SS runes, Nazi-era military insignia, German Gothic script","Black, red, white, sometimes silver","Transgression,subversion,shock value, critique of authority, historical allusion (when used for commentary)",,1970.0,1970.0
Necrotrap,Necrotrap,https://aesthetics.fandom.com/wiki/Necrotrap,"['Analog_Horror', 'Horrorcore', 'Industrial', 'Trap_Metal', 'Warcore']",2020s,"Militant and warfare imagery, horror and slasher film elements, gore and body horror, occult imagery, hacking and cyberwarfare visuals, deliberately degraded image processing, clay figures (legacy)",Dark tones,"Aggression, animalistic intensity, controlled distortion, world-building, shock value","lasher and horror films, horror cinema, combat footage, FPS gaming culture",2020.0,2020.0
Neko,Neko,https://aesthetics.fandom.com/wiki/Neko,"['Animecore', 'Erokawa', 'Puppygirl', 'Sanriocore', 'Yume_Kawaii', 'Femboy', 'Softie#Softboy']",1920s2000s (modern),"Catgirls, fluffiness, bows and ribbons, bells, gloves, stockings, frills, paws, maid cafes","Pink, lilac, yellow, rose gold, gold, black","Cuteness, childishness, femininity, mischievousness, playfulness",eko MusumeThe Star of the CottonlandTokyo Mew MewNekopara,1920.0,2000.0
Neo-Aero,Neo-Aero,https://aesthetics.fandom.com/wiki/Neo-Aero,"['Cleancore', 'Frutiger_Aero', 'Glassmorphism', 'Neo-Y2K', 'PC_Music', 'Webcore']",Early 2020s,"Hyper-realistic glass and liquid skeuomorphism, exaggerated lens flare and sunbeams, floating bubbles and spheres, lush green fields/hills, bright blue skies with wispy clouds, technological optimism, friendly 3D characters, oversized fish","Electric blue, sky blue, saturated grass green, white (used for digital glow/reflection), chrome/glass transparency","Technological optimism (retrospective), comfort, tranquility, environmental consciousness, innocence, maximalist digital polish",,2020.0,2020.0
Neo-Chinese Style,Neo-Chinese_Style,https://aesthetics.fandom.com/wiki/Neo-Chinese_Style,"['Cyberpunk', 'Guochao', 'Too_Cool', 'Yabi', 'Y2K']",Late 20th Century-Present,"Mandarin collars, frog closures, traditional Chinese embroidery, Chinese knots, reinterpreted Qipao/Hanfu silhouettes, natural fabrics, traditional patterns (flowers, birds, dragons), simplified forms","Neutral tones, earthy tones, pastels, rich traditional colors","Cultural identity, fusion of tradition and modernity,national pride, individuality, comfort, practicality",,1900.0,2000.0
Neoclassicism,Neoclassicism,https://aesthetics.fandom.com/wiki/Neoclassicism,"['Classicism', 'Empire_Style', 'Gustavian', 'Hellenic', 'Incroyables_and_Merveilleuses', 'Rococo', 'Romanticism']",c. 1760–1830,"Classical mythology and history, civic virtue, heroism, architectural ruins, togas and Greco-Roman attire, austere settings, idealized figures","Somber, serious colors; strong, clear light; avoidance of Rococo pastels","Order, reason, restraint, solemnity, morality, patriotism, civic duty, clarity, idealism",aintingSculptureArchitectureDecorative Arts,1760.0,1830.0
Neofolk,Neofolk,https://aesthetics.fandom.com/wiki/Neofolk,"['Goth', 'Industrial', 'Martial_Industrial', 'Post-Punk']",1980s,"Runes (Algiz, Sowilo), Totenkopf, camouflage, 1930s formal wear, woodcuts, heraldry, acoustic guitars, field recordings","Olive drab, field grey, black, charcoal, parchment white","Anti-modernism, cultural lament, ambiguity, traditionalism, historical trauma",,1980.0,1980.0
Neon Noir,Neon_Noir,https://aesthetics.fandom.com/wiki/Neon_Noir,"['Cyberpunk', 'French_New_Wave', 'Synthwave', 'Film_Noir']",1980s,"Crime, Neon lights, Nightlife","Purple, blue, red",,lade Runner,1980.0,1980.0
Neon Ooze,Neon_Ooze,https://aesthetics.fandom.com/wiki/Neon_Ooze,"['Mad_Scientist', 'Slimepunk', 'Wacky_Pomo']",1980s-1990s,"Slime, trash","Green, Purple, Blue",,,1980.0,1990.0
Neoperreo,Neoperreo,https://aesthetics.fandom.com/wiki/Neoperreo,"['Bimbocore', 'Cyberpunk', 'Goth', 'Motomami', 'Neo-Y2K', 'Raxet', 'Reggaetonero']",Mid-2010s,"Exaggerated makeup, false nails, tattoos, high fashion mixed with street style, futuristic/net artvisuals","Varies, often features bold and vibrant colors or dark, gothic-inspired palettes","Inclusivity, feminism, LGBTQ+ empowerment, sexual liberation, DIY ethos, anti-commercialism",,2010.0,2010.0
Neo-Pop,Neo-Pop,https://aesthetics.fandom.com/wiki/Neo-Pop,"['Dadaism', 'Global_Village_Coffeehouse', 'Minimalism', 'Pop_Art', 'Superflat', 'Lowbrow']",1980s,"Everyday objects, kitsch, celebrity icons, cartoon characters, consumer goods, appropriation, balloon animals","Bright, saturated, commercial colors","Appropriation, critique of consumerism, embracing banality, blurring lines between high art and mass culture",,1980.0,1980.0
Neo-Tokyo,Neo-Tokyo,https://aesthetics.fandom.com/wiki/Neo-Tokyo,"['Cyberpunk', 'Biopunk', 'Synthwave', 'Vaporwave']",1980s,"Megastructures, neon-lit skyscrapers, holographic advertisements, dense urban sprawl, Japanese signage, rain-slicked streets, flying vehicles, biker gangs","Saturated neons (pink, blue, purple, red), deep blacks, cool grays","Urban decay, technological overreach, corporate power, social alienation, youth rebellion","kira, Ghost in the Shell, Blade Runner (as a key influence)",1980.0,1980.0
Neo-Vectorheart,Neo-Vectorheart,https://aesthetics.fandom.com/wiki/Neo-Vectorheart,"['Acid_Design', 'Cyberminimalism', 'Cyberpunk', 'Gamer', 'Hexatron', 'Neo-Y2K', 'Neubrutalism', 'Vectorbloom', 'Vectorheart']",2010s,"Striking vector shapes, 45-/60-degree diagonal lines, futuristic typography, monochromatic color palette","Black, White (Primary)Others (Accents)",,,2010.0,2010.0
Neo-Y2K,Neo-Y2K,https://aesthetics.fandom.com/wiki/Neo-Y2K,"['Bubblegum_Bling', 'Cybercore', 'Cybersigilism', 'Metalheart', 'Neo-Aero', 'Vectorheart', 'Y2K_Futurism', 'Y3K']",Late 2010s,"Saturated colors, chrome/metallic forms (Metalheart), Eastern graphic design elements, retro-futurism, early digital graphics, abstract shapes","Highly saturated blues, pinks, greens; metallic silver/chrome","Nostalgia, technological revival, creative expression, digital culture",,2010.0,2010.0
Nerd,Nerd,https://aesthetics.fandom.com/wiki/Nerd,"['Cyberpunk', 'Nerdcore', 'Spacecore', 'Steampunk', 'Studyblr']",1950s,"Prescribed glasses, suspenders, bowties, high white socks, long or short button-down shirts, slacks, braces, dress shoes, buck teeth, an unfashionable sense","Any colors, such as red, green, brown, blue and grey particularly","Interests in the STEM field, academic study life, high-paying job success, wealth, professionalism, maintaining the status quo, social democracy/liberalism","octor Who, Star Trek, Star Wars, The IT Crowd, Napoleon Dynamite, The Outcasts (2017)",1950.0,1950.0
Nerdcore,Nerdcore,https://aesthetics.fandom.com/wiki/Nerdcore,"['Nerd', 'Trillwave', 'Hip-Hop', 'Animecore', 'Meme_Rap', 'Scene', 'Old_Web', 'Y2K_Futurism']",Late 1990s,"Nerd culture, science fiction, role-playing games, internet memes, 1980s-1990s video games, early internet nostalgia, fantasy, computers",,"Self-expression, intelligence, wit, self-acceptance, freedom of information, pro-piracy",,1990.0,1990.0
Net.art,Net.art,https://aesthetics.fandom.com/wiki/Net.art,"['Cyberpunk', 'Demoscene', 'Glitch_Art', 'Hacker', 'Old_Web', 'Weirdcore', 'Xpiritualism']",1990s,"Web browsers, HTML code, hyperlinks, glitches, online forms, early website aesthetics, social networking, digital data",The basic color schemes of early websites (primarily),"Connectivity, interactivity, immateriality, challenging traditional art structures, exploring the internet as a medium and subject",,1990.0,1990.0
Neubrutalism,Neubrutalism,https://aesthetics.fandom.com/wiki/Neubrutalism,"['Acid_Design', '//cari.institute/aesthetics/acidgrafix', '//cari.institute/aesthetics/austurbane', 'Avant_Basic', 'Bauhaus', 'Brutalism', 'Corporate_Memphis', 'Cyberminimalism', 'De_Stijl', 'Gen_X_Soft_Club', 'Flat_Design', 'Glassmorphism', 'Glitch_Art', 'International_Typographic_Style', 'Memphis_Design', 'Memphis_Lite', 'Minimalism', 'Neo-Vectorheart', 'Sportsbrut', 'Superflat_Pop', 'Vaporwave', 'Webcore', 'Y2K_Futurism']",Late 2010s,"Contrasting and off-putting color palettes, unusual and grotesque typefaces, hard shadows, dark outlines",Rainbow,Breaking the conventions of design,,2010.0,2010.0
Neue Slowenische Kunst,Neue_Slowenische_Kunst,https://aesthetics.fandom.com/wiki/Neue_Slowenische_Kunst,"['Constructivism', 'Dadaism', 'Industrial', 'Martial_Industrial', 'Nazi_Chic', 'Socialist_Realism', 'Suprematism', 'Totalitarian_Kitsch']",1980s,"Black cross (Malevich), stags, industrial imagery, appropriation of totalitarian art (Nazi Kitsch,Socialist Realism), avant-garde symbols","Red, black, white","Collective identity, retro-avant-garde principles, challenging national identity, critique of ideology through ""over-identification""",,1980.0,1980.0
Neumorphism,Neumorphism,https://aesthetics.fandom.com/wiki/Neumorphism,"['Claymorphism', 'Glassmorphism', 'Flat_Design', 'Minimalism', 'Skeuomorphism']",Late 2010s,"Low contrast, monochromatic color schemes, soft shadows (light and dark), extruded plastic texture, rounded corners","Off-white, light gray, soft blue, pastel tones","Minimalism, realism, tactile interaction, cleanliness",acOS Big Sur (partial adoption),2010.0,2010.0
New Beat,New_Beat,https://aesthetics.fandom.com/wiki/New_Beat,"['Acid_House', 'Electronic_Body_Music', 'Rave', 'Gabber', 'New_Wave']",Late 1980s (1987–1989),"Smiley faces, Bomma badges (gravestone portraits), cycling shorts, BDSM-inspired gear, religious iconography (crosses), BOY London branding, car logos (Volkswagen, Mercedes-Benz)","Black, often with accents of yellow and red","Hedonism, experimentation, underground club culture, androgyny, dark humor","he Sound of Belgium (2012 documentary), Mortal Kombat (for the ""Techno Syndrome"" soundtrack)",1980.0,1989.0
New England Gothic,New_England_Gothic,https://aesthetics.fandom.com/wiki/New_England_Gothic,"['Dark_Naturalism', 'Dark_Nautical', 'Gothic', 'Midwest_Gothic', 'Regional_Gothic', 'Romanticism', 'Southern_Gothic']",1835,"The Puritans, the Salem Witch Trials, witchcraft, the occult, old graveyards, colonial-era architecture, run-down harbor towns and mill towns.","Gray, white, black, yellows, oranges, reds, Sadd colors","Anti-Calvinism and anti-Puritanism, anti-colonialism, isolation, terrible knowledge, opposition to religious fanaticism, predestination, reticence, dryness.",,1835.0,1835.0
New Figuration,New_Figuration,https://aesthetics.fandom.com/wiki/New_Figuration,"['Cubism', 'Expressionism', 'Figuration_Narrative', 'Surrealism']",1950s-1960s,"Human figures, distortion, abstraction, social commentary, depictions of suffering","Varies, often bold and expressive","Social critique, Freedom of expression, Individuality",,1950.0,1960.0
